timestamp,open,high,low,close,volume
129,65570.2279,65647.9404,65569.8296,65634.2128,9.778411
130,65634.2128,65643.5840,65625.1039,65638.9644,2.746657
131,65638.9644,65640.1517,65576.9448,65608.0515,10.435253
132,65608.0515,65618.3290,65514.3084,65520.8782,9.666219
133,65520.8782,65667.4990,65507.9658,65664.9419,3.790163
134,65664.9419,65668.9104,65605.1194,65607.7230,8.381406
135,65607.7230,65729.4986,65580.6103,65726.2827,22.302530
136,65726.2827,65761.7831,65726.2216,65745.9952,7.041026
137,65745.9952,65755.2160,65700.7164,65723.3920,12.622318
138,65723.3920,65787.4486,65698.9522,65764.4131,7.756170
139,65764.4131,65851.7128,65762.0709,65848.2646,5.473094
140,65848.2646,65971.0499,65833.4395,65961.5286,5.129638
141,65961.5286,65971.0574,65933.8519,65943.6788,7.002811
142,65943.6788,65950.6247,65926.8172,65936.4522,19.221187
143,65936.4522,65961.5673,65920.8350,65927.7493,14.413349
144,65927.7493,65931.6567,65869.0992,65869.3655,5.829064
145,65869.3655,65886.1492,65813.7657,65828.2727,16.062324
146,65828.2727,65968.2565,65820.0805,65958.3031,8.221474
147,65958.3031,65974.4265,65941.8024,65963.0614,5.882084
148,65963.0614,65973.4551,65939.6683,65956.1813,11.457704
149,65956.1813,66056.6055,65955.4349,66050.9322,5.159294
150,66050.9322,66054.9698,65993.0380,66005.7221,3.489388
151,66005.7221,66130.0538,65983.3395,66103.5259,19.143849
152,66103.5259,66173.6227,66083.5513,66173.3196,2.995830
153,66173.3196,66187.9008,66123.6270,66141.5557,12.241328
154,66141.5557,66158.2554,66126.0261,66144.5987,3.586614
155,66144.5987,66155.6251,66091.6928,66112.0224,8.720286
156,66112.0224,66226.5073,66109.9552,66223.8764,7.889571
157,66223.8764,66224.7727,66187.7775,66190.5128,6.835511
158,66190.5128,66204.2694,66172.8910,66173.9658,2.423299
159,66173.9658,66196.8512,66170.6460,66193.7161,8.319376
160,66193.7161,66196.3334,66156.7860,66174.4731,8.682932
161,66174.4731,66200.8495,66172.6167,66195.6529,5.209724
162,66195.6529,66281.6860,66172.8438,66280.8724,8.526581
163,66280.8724,66375.9916,66254.9250,66371.2130,16.002826
164,66371.2130,66382.4876,66280.8667,66291.7853,5.797597
165,66291.7853,66303.0399,66173.4006,66186.8602,10.342338
166,66186.8602,66193.1878,66094.7297,66099.1297,4.488934
167,66099.1297,66121.6271,66087.8544,66099.0207,11.139815
168,66099.0207,66108.8349,66087.5953,66088.1705,12.977657
169,66088.1705,66197.4235,66083.2963,66192.8289,38.658628
170,66192.8289,66224.9150,66187.9171,66190.8613,15.194930
171,66190.8613,66332.3488,66183.4493,66326.8935,11.483797
172,66326.8935,66333.6983,66302.8115,66312.7232,20.479513
173,66312.7232,66335.8094,66302.2301,66329.1710,4.929993
174,66329.1710,66343.1379,66185.2489,66186.4918,16.772321
175,66186.4918,66210.5056,66074.0859,66101.8722,6.436098
176,66101.8722,66140.2139,66091.9039,66121.0788,6.159801
177,66121.0788,66172.5929,66111.3343,66169.9909,17.010451
178,66169.9909,66188.2804,66079.4816,66080.0851,10.213975
179,66080.0851,66098.0239,65970.9866,65980.3528,19.497740
180,65980.3528,65994.4595,65938.7148,65955.4973,3.772513
181,65955.4973,66065.2196,65953.9736,66029.0312,10.453611
182,66029.0312,66040.5994,65910.6837,65921.6891,6.519101
183,65921.6891,66045.3829,65917.7538,66042.6889,7.584385
184,66042.6889,66056.3761,65991.3685,66003.9122,2.880442
185,66003.9122,66024.2566,65988.8059,66022.4635,15.499817
186,66022.4635,66135.4894,66005.4348,66118.8647,10.083810
187,66118.8647,66124.8707,66110.4020,66124.2091,4.972129
188,66124.2091,66185.6253,66120.7666,66170.5502,4.018503
189,66170.5502,66331.6611,66153.7364,66328.0837,5.329084
190,66328.0837,66335.4434,66306.4057,66332.6755,20.359716
191,66332.6755,66379.9041,66325.2488,66358.6579,8.402085
192,66358.6579,66485.0554,66356.5382,66473.8666,7.321289
193,66473.8666,66533.2243,66450.8991,66519.6212,11.937045
194,66519.6212,66526.7849,66501.0241,66523.4821,8.984949
195,66523.4821,66527.0622,66475.4305,66486.9569,10.235487
196,66486.9569,66527.9931,66484.3836,66526.8705,13.849391
197,66526.8705,66529.2710,66521.9655,66524.6443,10.859745
198,66524.6443,66524.6619,66438.3799,66443.4871,15.004564
199,66443.4871,66453.1965,66424.3928,66443.0110,4.420015
200,66443.0110,66449.8844,66371.9610,66383.1704,9.277382
201,66383.1704,66389.6902,66311.6042,66312.6438,7.253865
202,66312.6438,66313.4188,66276.6941,66277.9201,9.526442
203,66277.9201,66413.0091,66260.4052,66398.2144,8.739982
204,66398.2144,66467.3166,66391.1784,66458.5821,6.154326
205,66458.5821,66467.1564,66437.6086,66438.3174,7.289416
206,66438.3174,66554.3290,66434.9010,66554.2178,15.657163
207,66554.2178,66557.2016,66532.6298,66538.0233,6.470615
208,66538.0233,66549.7816,66536.6381,66547.9709,4.305251
209,66547.9709,66653.0023,66538.3941,66644.8794,12.726965
210,66644.8794,66684.3779,66644.7714,66683.5610,15.904676
211,66683.5610,66701.2402,66661.1272,66677.7751,7.654295
212,66677.7751,66715.6190,66583.5196,66592.8998,9.676959
213,66592.8998,66593.0814,66581.9676,66584.4883,5.482390
214,66584.4883,66628.5383,66566.6510,66607.0498,7.971414
215,66607.0498,66690.5023,66605.5702,66678.4062,17.237363
216,66678.4062,66693.9447,66562.8594,66571.6373,14.408371
217,66571.6373,66580.5047,66525.7841,66542.8032,9.809542
218,66542.8032,66558.3724,66347.2481,66356.5250,7.649472
219,66356.5250,66415.6149,66350.1748,66411.4830,3.449240
220,66411.4830,66430.0006,66388.4561,66423.9597,10.831324
221,66423.9597,66490.4923,66405.9285,66474.4950,11.783624
222,66474.4950,66590.8851,66465.5066,66570.3435,16.737035
223,66570.3435,66665.6206,66561.6962,66659.0603,29.451976
224,66659.0603,66664.5934,66583.5289,66601.6374,11.239690
225,66601.6374,66697.2916,66601.2645,66686.5946,15.813074
226,66686.5946,66756.9565,66682.1308,66732.1547,4.674832
227,66732.1547,66839.4057,66724.0197,66835.4243,18.301457
228,66835.4243,66881.0111,66831.7690,66876.9154,15.013142
229,66876.9154,66943.5431,66856.0748,66942.2112,20.087326
230,66942.2112,66943.9315,66870.2688,66889.0398,13.409992
231,66889.0398,66893.4276,66827.0172,66841.3700,11.769499
232,66841.3700,66941.8496,66832.9012,66930.1609,21.502350
233,66930.1609,66957.1011,66884.4010,66891.5809,6.112537
234,66891.5809,66916.2168,66826.8778,66847.3795,13.179031
235,66847.3795,66851.0111,66747.1198,66758.7075,17.057257
236,66758.7075,66769.9534,66746.9053,66763.8125,5.699776
237,66763.8125,66766.0370,66750.6978,66754.6312,4.597995
238,66754.6312,66767.2394,66610.1252,66623.6660,11.660546
239,66623.6660,66635.4373,66617.7126,66633.0762,9.728384
240,66633.0762,66741.1070,66609.7825,66735.1288,12.928227
241,66735.1288,66749.2943,66659.3813,66676.8432,13.206262
242,66676.8432,66677.3136,66593.7236,66594.4050,5.779487
243,66594.4050,66628.5557,66585.1469,66623.2568,11.042848
244,66623.2568,66698.4284,66611.8314,66691.1810,17.544208
245,66691.1810,66700.3902,66664.2626,66671.4838,7.364457
246,66671.4838,66820.1481,66652.5211,66806.0831,7.676468
247,66806.0831,66843.1654,66790.0042,66837.2100,4.688900
248,66837.2100,66903.1974,66829.9473,66895.0866,14.639008
249,66895.0866,66950.1952,66872.8439,66944.4335,28.449438
250,66944.4335,67109.3367,66935.8633,67108.3728,4.074751
251,67108.3728,67111.6206,67006.4602,67008.4425,14.186725
252,67008.4425,67021.5418,66925.0964,66953.6871,15.408670
253,66953.6871,66964.0580,66943.2964,66944.8464,6.548475
254,66944.8464,66967.5991,66939.3300,66956.1318,7.310158
255,66956.1318,67082.5433,66947.1347,67080.2363,4.932443
256,67080.2363,67090.2070,67011.5449,67022.3603,5.750915
257,67022.3603,67084.7692,67001.6959,67070.3504,10.022227
258,67070.3504,67129.4026,67060.8191,67122.6390,13.325415
259,67122.6390,67235.6385,67119.4987,67234.5555,9.744310
260,67234.5555,67301.0996,67228.1190,67279.2977,15.011943
261,67279.2977,67376.3641,67267.7907,67346.4628,10.263319
262,67346.4628,67367.4912,67333.0131,67355.7569,4.596761
263,67355.7569,67364.7912,67220.8674,67244.5725,21.291025
264,67244.5725,67419.6359,67238.8816,67398.6339,18.217385
265,67398.6339,67422.6624,67354.2618,67361.0168,6.015957
266,67361.0168,67368.0583,67257.4210,67279.6328,25.704934
267,67279.6328,67290.5526,67248.2854,67256.1878,11.999643
268,67256.1878,67278.8906,67237.2786,67240.4885,9.855796
269,67240.4885,67271.4741,67201.2169,67216.7618,28.007468
270,67216.7618,67218.8971,67167.8483,67169.7303,2.117414
271,67169.7303,67225.7499,67168.6911,67221.3015,3.569713
272,67221.3015,67230.1871,67169.3693,67174.6997,13.838239
273,67174.6997,67185.0883,67149.3866,67158.8036,7.911942
274,67158.8036,67196.9160,67138.6251,67175.8602,5.252814
275,67175.8602,67269.2616,67158.6954,67248.3804,22.077730
276,67248.3804,67266.1437,67181.5958,67194.0564,12.157757
277,67194.0564,67196.1545,67122.5685,67130.7401,4.335228
278,67130.7401,67149.9233,67124.2499,67139.4049,6.217201
279,67139.4049,67157.9983,67096.9855,67107.8402,15.003376
280,67107.8402,67129.5478,66970.8136,66979.1629,26.009307
281,66979.1629,67016.1843,66972.0001,67006.1069,2.836898
282,67006.1069,67008.9646,66976.8802,66986.4827,10.600657
283,66986.4827,66993.6548,66912.4317,66920.4000,7.328345
284,66920.4000,67003.0025,66911.9884,66989.9618,3.297893
285,66989.9618,66994.1884,66974.3936,66979.0414,8.316352
286,66979.0414,67030.4523,66968.3933,67001.3826,3.589431
287,67001.3826,67108.1228,66998.3131,67101.3972,6.698157
288,67101.3972,67207.1562,67101.0213,67205.1995,23.637259
289,67205.1995,67216.2655,67170.3174,67184.5556,12.392832
290,67184.5556,67225.4055,67173.4569,67220.7529,14.495397
291,67220.7529,67225.1017,67103.7390,67115.0176,13.035986
292,67115.0176,67121.6672,67107.6321,67113.1535,11.298521
293,67113.1535,67122.2130,67063.1186,67076.0022,16.225362
294,67076.0022,67188.9915,67062.5151,67173.4135,4.644989
295,67173.4135,67181.3087,67121.1086,67132.7357,7.445587
296,67132.7357,67153.9229,67040.4173,67057.2684,15.144561
297,67057.2684,67139.1148,67031.9094,67134.5252,6.005103
298,67134.5252,67195.3545,67119.8445,67173.5308,7.119082
299,67173.5308,67200.6417,67120.1979,67131.9610,18.649147
300,67131.9610,67264.3959,67127.8242,67242.1398,22.591913
301,67242.1398,67256.4114,67221.3187,67231.1986,6.459292
302,67231.1986,67234.5752,67221.1494,67228.6263,5.713905
303,67228.6263,67291.6279,67227.4099,67283.2004,12.968690
304,67283.2004,67299.0501,67258.7827,67276.3337,10.800977
305,67276.3337,67278.1881,67261.4634,67266.6652,6.217218
306,67266.6652,67273.5745,67137.4882,67155.3934,13.077069
307,67155.3934,67206.6297,67119.1979,67196.4029,12.758175
308,67196.4029,67210.0719,67124.5161,67126.9989,9.675462
309,67126.9989,67138.2841,67019.9860,67053.0177,51.576536
310,67053.0177,67084.8020,67047.2074,67083.9804,20.459515
311,67083.9804,67107.7084,67023.2730,67037.0845,14.879029
312,67037.0845,67051.7210,67035.9013,67042.3483,16.817897
313,67042.3483,67048.4147,67039.0672,67040.3218,52.324753
314,67040.3218,67046.9667,66978.7426,66994.4994,17.571389
315,66994.4994,67002.4782,66979.6790,66995.8760,6.064908
316,66995.8760,67005.7334,66800.8500,66804.2329,11.153885
317,66804.2329,66891.3206,66801.7088,66889.6967,9.649360
318,66889.6967,66905.5884,66840.7666,66874.2222,6.629116
319,66874.2222,66907.0792,66859.8437,66872.3503,10.766801
320,66872.3503,66934.6972,66871.9516,66927.7843,10.713221
321,66927.7843,66959.8550,66927.6558,66953.7619,8.949858
322,66953.7619,67091.0722,66949.9307,67069.7660,6.954467
323,67069.7660,67096.2626,67056.5401,67078.2365,15.032552
324,67078.2365,67106.3273,67077.5794,67095.2719,3.630191
325,67095.2719,67110.2059,67016.5935,67030.0055,14.996170
326,67030.0055,67056.9385,67016.0802,67047.7501,9.304410
327,67047.7501,67119.1577,67041.7688,67111.8518,10.869721
328,67111.8518,67252.7506,67108.2271,67247.6075,2.298350
329,67247.6075,67278.3209,67236.9329,67272.6282,24.786590
330,67272.6282,67284.9510,67205.4398,67222.5892,3.354542
331,67222.5892,67225.8611,67149.9773,67156.7869,5.574206
332,67156.7869,67170.5454,67074.8690,67080.3603,13.500494
333,67080.3603,67121.2145,67052.1463,67117.5729,6.486629
334,67117.5729,67147.5959,67062.6215,67073.9275,7.288403
335,67073.9275,67147.1264,67048.8158,67139.1250,2.496862
336,67139.1250,67144.9429,67122.8920,67144.8749,7.166104
337,67144.8749,67230.3836,67142.4185,67217.5448,10.485719
338,67217.5448,67243.3471,67207.8179,67225.4092,13.790404
339,67225.4092,67321.0757,67221.7879,67296.9907,7.824567
340,67296.9907,67328.3430,67262.9916,67303.9362,10.531627
341,67303.9362,67313.1147,67138.7969,67154.6880,11.977910
342,67154.6880,67174.9992,67058.1864,67075.7430,6.235544
343,67075.7430,67212.5430,67074.0290,67211.2286,5.961948
344,67211.2286,67261.5780,67195.0923,67243.0416,29.294486
345,67243.0416,67243.5923,67176.5053,67199.1047,5.621685
346,67199.1047,67202.8208,67158.0894,67160.3713,19.109986
347,67160.3713,67178.2218,67128.6904,67171.6974,9.660706
348,67171.6974,67267.1115,67151.1816,67253.6259,22.010447
349,67253.6259,67330.5677,67253.0513,67317.8138,6.368254
350,67317.8138,67349.6313,67312.8577,67343.7560,12.561331
351,67343.7560,67352.9037,67302.9109,67305.5635,11.259370
352,67305.5635,67309.9338,67278.6609,67292.2888,8.112174
353,67292.2888,67305.5428,67152.8188,67172.0454,11.125530
354,67172.0454,67185.5573,67105.2144,67129.8073,5.902543
355,67129.8073,67139.0952,67085.7694,67110.5216,8.843355
356,67110.5216,67120.4589,67028.7446,67032.4279,7.332002
357,67032.4279,67104.2616,67011.2770,67092.4528,14.501936
358,67092.4528,67111.0506,67005.7339,67008.8605,8.789309
359,67008.8605,67066.4164,66989.4017,67050.6084,4.089459
360,67050.6084,67134.7910,67042.5440,67113.2949,7.451782
361,67113.2949,67195.7315,67106.7192,67194.3362,8.752237
362,67194.3362,67216.5671,67173.8188,67205.0475,5.452657
363,67205.0475,67229.2739,67179.4843,67192.9878,20.275449
364,67192.9878,67193.9059,67184.8363,67190.9245,11.762738
365,67190.9245,67207.7476,67179.0803,67204.4581,15.219779
366,67204.4581,67391.0245,67195.6302,67372.4634,5.916409
367,67372.4634,67479.6746,67353.4979,67449.9151,7.334924
368,67449.9151,67453.1813,67245.1814,67252.1246,16.777634
369,67252.1246,67328.8575,67233.5336,67315.8634,3.993387
370,67315.8634,67332.9804,67304.5721,67319.7248,11.510595
371,67319.7248,67327.4830,67259.0646,67275.7820,9.774342
372,67275.7820,67288.1261,67182.0453,67193.5840,6.909460
373,67193.5840,67214.3572,67123.8955,67132.9085,9.779690
374,67132.9085,67138.5300,67017.6608,67023.7557,4.923634
375,67023.7557,67024.8459,66904.9268,66937.8434,10.583098
376,66937.8434,66976.7170,66924.3890,66972.0877,4.531500
377,66972.0877,66976.6954,66960.3370,66974.1703,4.374544
378,66974.1703,66982.9614,66885.6420,66892.2269,21.123307
379,66892.2269,66940.6960,66869.2783,66931.4717,6.135957
380,66931.4717,66949.2625,66911.7179,66933.2799,2.671037
381,66933.2799,66939.0009,66914.4488,66927.8737,16.458065
382,66927.8737,66962.8051,66917.2196,66943.6648,5.884501
383,66943.6648,66976.3418,66937.1002,66976.2661,1.164874
384,66976.2661,67029.1204,66972.9858,67008.5304,8.964764
385,67008.5304,67017.8010,66930.4229,66935.6542,16.015369
386,66935.6542,66975.5609,66928.4543,66959.9101,11.410193
387,66959.9101,66990.0681,66899.1737,66903.3230,25.549635
388,66903.3230,66907.5733,66778.8585,66790.3581,8.614915
389,66790.3581,66863.3558,66786.9343,66848.4335,13.199678
390,66848.4335,66889.3331,66842.8765,66879.6995,5.122247
391,66879.6995,66910.2986,66749.3488,66761.9778,10.213961
392,66761.9778,66826.8061,66752.4152,66816.8188,22.876363
393,66816.8188,66836.3111,66748.5922,66759.3734,12.487646
394,66759.3734,66806.9513,66734.9751,66797.7942,10.211277
395,66797.7942,66854.4600,66782.8732,66835.3485,2.892346
396,66835.3485,66875.2478,66829.3611,66852.3674,7.429117
397,66852.3674,66862.9956,66834.3322,66848.7438,4.339146
398,66848.7438,66904.6486,66831.6804,66903.2647,14.674257
399,66903.2647,66911.9073,66789.3104,66818.6694,6.000995
400,66818.6694,66823.4028,66785.4902,66798.8073,11.485482
401,66798.8073,66881.1179,66782.5579,66872.7264,5.139020
402,66872.7264,66899.0221,66777.1721,66796.3192,28.242888
403,66796.3192,66806.3080,66695.1080,66724.6920,4.645355
404,66724.6920,66734.0364,66650.0634,66659.0546,10.065733
405,66659.0546,66694.7697,66657.7412,66680.7101,43.801035
406,66680.7101,66789.4493,66674.7726,66770.9804,10.536870
407,66770.9804,66773.5495,66652.0986,66669.9292,5.544492
408,66669.9292,66681.3538,66650.4171,66659.4446,13.341957
409,66659.4446,66666.9633,66509.3435,66525.6525,16.671535
410,66525.6525,66537.9745,66518.1989,66533.6889,15.522489
411,66533.6889,66547.2389,66445.4314,66464.7245,2.900694
412,66464.7245,66470.5736,66382.4973,66395.6451,10.548875
413,66395.6451,66530.1940,66389.4133,66520.7943,2.642325
414,66520.7943,66547.5903,66468.9760,66470.2603,28.496246
415,66470.2603,66485.5100,66340.6540,66353.8191,9.685129
416,66353.8191,66362.5782,66279.9703,66282.3878,7.070554
417,66282.3878,66321.9463,66267.4690,66279.5094,13.820946
418,66279.5094,66296.7298,66148.0246,66168.8423,12.389686
419,66168.8423,66183.2372,66099.4328,66139.7527,4.607687
420,66139.7527,66143.4567,66025.3982,66029.8480,24.276095
421,66029.8480,66035.3790,65958.1215,65964.1691,8.044856
422,65964.1691,65973.7890,65952.1512,65956.9154,3.281661
423,65956.9154,65986.6384,65943.5920,65986.3379,21.270010
424,65986.3379,66008.1403,65860.6322,65866.1955,23.022730
425,65866.1955,65870.8289,65826.9299,65852.3877,19.530656
426,65852.3877,65886.5938,65851.0254,65875.5159,12.856728
427,65875.5159,65896.1598,65708.7346,65718.2770,5.478195
428,65718.2770,65721.1927,65663.7481,65674.8530,16.191001
429,65674.8530,65678.9609,65572.2723,65598.0657,27.964849
430,65598.0657,65603.2464,65564.2465,65564.7752,15.061516
431,65564.7752,65578.4814,65485.7915,65493.8102,24.007667
432,65493.8102,65499.4372,65449.1578,65465.1314,5.869691
433,65465.1314,65571.9781,65451.0071,65561.4636,17.014902
434,65561.4636,65578.1763,65549.3724,65574.2426,16.207409
435,65574.2426,65608.7666,65561.7001,65596.8523,3.841698
436,65596.8523,65693.3744,65585.7671,65683.3402,3.543202
437,65683.3402,65747.9084,65676.9087,65729.7173,6.067696
438,65729.7173,65735.6562,65661.2824,65674.5436,9.762822
439,65674.5436,65792.1971,65667.1586,65788.1184,12.174010
440,65788.1184,65800.0539,65766.3675,65767.3453,8.138330
441,65767.3453,65836.1369,65760.4364,65835.6865,8.952270
442,65835.6865,65903.1482,65825.6929,65893.9895,8.702875
443,65893.9895,65900.4229,65845.7274,65854.3291,9.806144
444,65854.3291,65868.5041,65805.3485,65810.5256,13.169749
445,65810.5256,65927.0937,65796.1033,65913.9752,12.499315
446,65913.9752,65922.0194,65787.7680,65789.3733,9.011575
447,65789.3733,65857.1636,65784.6081,65850.1343,10.860626
448,65850.1343,65869.8674,65848.6299,65855.9602,7.120807
449,65855.9602,65872.7126,65816.2493,65817.9988,14.952745
